sex,sexpref,age,alex,alexander,alfred,ambroz,arnold,arpad,bedrich,blazej,bretislav,cestmir,ctirad,dalimil,david,frederik,gabriel,herbert,herman,hynek,igor,ivan,ivan2,jan,josef,justin,kamil,kazimir,kristian,lumir,mike,mikulas,milos,miroslav,miroslav1,mojmir,oldrich,oleg,patrik,petrb,pravoslav,rehor,robin,rudolf,slavomir,stefan,svatopluk,tomas,tomasi,vincent,vladislav,vlastimil
male,women,34.9,3,4,4,5,4,5,5,3,5,5,5,3,5,4,5,1,3,3,2,4,4,5,5,4,3,3,3,3,5,3,5,4,4,4,5,4,1,5,3,5,4,5,5,3,5,2,5,3,5,4
male,women,27,1,1,2,1,1,3,1,1,1,1,2,6,5,5,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,3,2,1,1,1,5,1,1,1
male,women,27.2,2,3,4,3,3,2,4,7,3,5,6,4,7,2,5,3,1,4,5,6,5,3,5,2,1,1,4,5,3,4,4,1,3,4,2,4,4,6,4,4,1,6,7,2,4,3,4,3,4,3
male,women,39.9,1,2,4,2,2,4,4,5,5,4,5,7,6,1,4,5,2,3,6,5,5,5,6,4,4,1,7,6,5,4,6,1,3,6,3,6,5,5,2,4,6,6,5,5,4,2,5,7,5,2
male,women,26.1,1,2,4,4,3,3,4,5,5,5,3,5,5,3,2,4,3,1,5,5,4,4,3,2,2,5,4,4,3,4,3,1,2,3,3,5,3,6,1,4,3,4,3,5,2,2,1,1,3,4
male,women,20.1,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,6,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7
male,women,20.5,7,2,3,3,5,5,5,6,3,5,4,5,4,3,2,5,6,1,3,3,4,5,1,3,2,1,6,5,3,3,5,3,3,2,4,4,4,5,5,3,5,6,5,5,2,2,4,5,3,1
male,women,34.2,2,4,4,4,2,3,3,5,2,6,5,4,6,4,6,5,6,5,3,6,5,6,3,5,2,1,3,6,3,5,7,1,4,4,3,4,3,6,6,2,3,6,4,6,3,2,6,6,2,2
male,women,21.1,4,3,6,5,2,6,4,6,6,6,5,6,6,5,4,4,4,3,4,7,5,5,4,3,3,4,7,5,6,6,4,1,4,3,4,5,4,7,3,5,5,5,5,5,3,3,6,5,4,3
male,women,28.8,1,2,2,2,1,1,6,1,2,2,2,2,2,1,1,1,1,1,4,1,1,1,6,2,1,2,1,2,6,6,2,1,2,2,1,7,1,1,1,2,2,2,1,2,1,2,1,2,2,2
male,women,29,3,4,3,3,3,2,1,4,4,5,5,4,5,2,4,5,3,3,3,4,4,6,3,4,3,2,4,6,4,4,3,1,4,3,3,4,4,6,2,3,3,5,4,3,2,3,1,2,3,4
male,women,23.1,4,5,5,2,1,6,3,4,3,4,5,6,3,6,5,5,3,1,4,6,5,2,3,2,3,2,4,7,5,2,3,2,3,1,5,1,4,4,2,4,4,3,3,1,3,6,1,1,2,4
male,women,31.1,5,1,5,4,4,5,2,6,2,6,6,6,5,3,3,4,3,3,4,7,3,6,3,1,5,1,6,7,4,2,4,1,5,1,2,4,5,7,5,4,5,7,4,5,4,1,3,7,4,3
male,women,23.1,2,2,3,7,3,3,7,5,4,6,4,3,5,3,3,5,3,3,4,3,6,4,2,1,3,3,7,6,6,2,6,4,7,4,4,4,3,7,3,4,7,7,3,6,3,5,5,7,5,3
male,women,31.1,2,3,1,1,7,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
male,women,24,2,1,3,4,2,4,4,5,2,5,5,5,5,4,2,4,3,3,3,4,5,6,3,1,2,1,6,4,4,2,5,1,3,3,5,4,3,4,2,2,2,5,3,3,1,2,1,3,1,2
male,women,36.7,3,2,3,5,4,2,5,6,2,5,5,4,6,4,4,6,4,3,3,4,4,5,3,5,3,3,5,4,4,4,6,1,5,4,4,3,3,5,5,5,4,6,2,4,4,2,6,7,5,3
male,women,24.3,1,1,1,1,1,1,1,2,7,1,2,1,3,1,1,1,1,1,1,1,1,1,7,3,1,1,1,7,3,7,1,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
male,women,23.4,1,2,4,2,1,4,2,5,2,4,5,5,3,5,3,4,4,1,4,4,5,5,2,1,1,1,4,3,4,3,1,1,3,2,4,4,4,5,3,3,2,4,5,3,1,1,2,3,1,2
male,women,19.1,3,3,6,5,2,3,2,5,5,6,6,5,5,5,4,5,4,1,4,6,6,6,3,3,2,1,5,5,4,4,3,2,5,4,5,5,3,7,2,6,4,4,5,2,3,2,3,5,3,3
male,women,25.2,2,3,2,3,3,3,3,3,2,4,4,4,3,3,4,3,2,2,2,5,4,3,3,3,3,3,2,5,5,3,2,2,4,3,2,5,3,3,1,3,3,4,4,3,2,2,3,5,2,2
male,women,25.5,1,2,3,4,2,5,3,4,4,7,5,4,6,4,5,5,3,3,2,6,6,5,3,2,1,2,2,6,4,2,4,2,4,4,4,5,3,4,4,5,4,6,5,3,2,3,3,4,3,3
male,women,24.4,1,4,3,3,2,2,2,6,5,4,2,2,5,3,4,1,2,4,2,3,3,1,5,5,3,1,2,2,6,5,5,2,3,2,2,4,3,2,2,1,4,3,2,2,6,1,4,1,6,6
male,women,18.1,1,5,3,5,1,5,3,6,4,6,6,6,5,5,4,5,2,3,4,5,3,6,2,6,3,2,5,6,5,4,6,2,4,3,2,3,4,5,5,3,5,5,2,5,2,2,3,5,2,3
male,women,23.6,6,3,6,4,6,4,3,7,7,7,5,7,7,4,4,4,6,3,4,6,5,6,3,3,7,5,6,4,7,4,4,5,5,5,3,7,6,6,4,6,3,7,6,5,4,3,4,3,4,3
male,women,39.7,1,1,2,2,1,2,1,4,1,3,1,2,4,2,2,2,1,1,1,3,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,4,2,1,3,2,1,1,1,1,1,1,1,1
male,women,39.4,3,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,4,3,3,2,2,3,5,4,4,2,4,3,3,4,3,3,3,4,4,4,3,2,4,3,2,2,4,5
male,women,25,3,4,1,6,2,3,1,3,2,5,4,6,2,1,2,1,6,2,5,2,7,6,3,4,4,5,2,1,1,7,2,5,7,2,1,5,5,7,6,4,1,1,1,3,5,2,6,7,1,6
male,women,21.4,1,2,1,1,2,1,3,4,1,4,1,2,3,1,1,3,1,1,1,1,2,4,3,2,1,1,4,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,4,1,3,1,1,4,2,2
male,women,21.2,7,5,7,7,7,6,7,2,6,2,1,7,7,7,7,7,3,7,7,7,6,7,5,7,7,6,7,5,2,7,6,7,7,6,7,3,7,4,7,7,3,7,4,4,7,7,7,5,1,5
male,women,19.8,2,4,4,2,2,4,5,2,2,3,3,4,4,3,4,3,3,3,4,3,3,1,2,5,3,1,2,4,4,4,3,1,4,3,1,3,3,2,1,4,5,4,3,1,6,2,1,2,5,4
male,women,20.4,7,1,7,1,7,7,7,7,2,5,5,7,3,7,7,3,7,7,1,6,4,7,2,2,3,7,7,3,4,7,3,2,4,7,7,7,7,5,7,2,2,5,7,7,2,1,3,7,7,2
male,women,20.9,4,1,3,2,5,3,3,5,6,7,6,6,7,3,4,3,1,1,4,4,6,5,5,1,3,3,7,4,4,2,1,1,2,1,3,5,2,3,1,5,3,5,7,1,5,1,2,1,1,3
male,women,22.7,1,1,2,4,3,4,2,6,2,4,4,5,5,3,4,1,1,3,2,6,3,5,3,5,2,1,3,2,4,5,5,1,5,3,3,3,5,2,3,3,4,3,5,2,3,2,2,1,3,2
male,women,20.3,2,5,2,2,2,4,2,3,2,4,4,3,5,3,4,3,1,2,3,2,5,4,3,4,2,2,3,2,4,4,3,2,5,4,1,3,2,3,2,4,4,5,4,3,5,4,2,3,4,4
male,women,29.8,5,4,5,4,3,5,5,6,6,7,6,7,4,4,2,4,5,1,4,6,3,5,4,4,3,2,5,7,6,5,6,2,5,5,5,6,5,5,6,6,5,7,7,3,2,3,5,6,5,5
male,women,20.2,3,7,3,7,2,7,2,6,7,5,7,7,4,2,2,4,2,1,4,7,7,1,4,3,7,1,5,7,7,5,6,2,6,3,7,7,2,6,6,5,5,6,7,2,3,3,7,1,7,2
male,women,29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7
male,women,20.4,4,4,5,3,1,3,4,5,4,6,5,5,7,4,4,5,2,3,3,6,3,6,3,3,3,3,4,5,3,4,3,2,5,3,3,5,5,5,5,6,2,7,6,5,4,4,5,6,3,3
male,women,18.2,3,3,3,1,2,1,2,3,1,4,2,5,1,3,2,1,2,1,3,3,3,2,3,4,3,1,1,4,3,1,4,1,3,1,2,2,1,1,1,4,3,1,2,3,5,1,1,2,3,1
male,women,28.2,3,4,4,4,3,3,4,6,5,6,5,3,4,4,4,4,5,1,5,4,4,6,5,3,4,1,7,6,1,3,3,4,4,4,4,4,4,4,5,3,4,5,3,5,4,4,6,6,4,3
male,women,26.4,3,2,3,5,4,4,5,5,5,4,5,6,5,6,5,4,2,1,4,5,5,5,4,1,2,3,6,5,4,3,5,2,4,4,3,4,5,6,3,5,3,5,5,3,4,3,4,4,3,4
male,women,19.4,4,2,6,5,4,3,4,5,4,6,5,6,6,6,3,2,1,5,5,5,6,7,4,1,4,5,7,6,5,2,6,4,6,3,5,6,4,7,5,5,5,4,6,4,4,3,6,5,4,4
male,women,23.2,2,4,4,3,2,2,5,5,4,3,3,3,5,2,4,3,1,3,2,3,3,2,4,5,3,2,1,5,4,5,5,2,3,2,3,2,3,2,1,4,5,4,3,2,5,2,3,3,5,4
male,women,22.8,1,1,1,1,6,6,1,1,1,1,1,1,1,7,4,1,2,1,2,1,1,1,1,7,7,1,3,1,1,1,6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1
male,women,28.5,3,3,3,2,7,4,5,3,3,4,7,3,5,7,3,3,3,3,7,3,2,3,3,2,2,7,1,4,3,5,1,3,6,7,3,4,6,7,7,1,3,7,2,3,5,7,3,7,7,7
male,women,21.2,2,3,4,4,2,4,2,5,3,5,4,6,5,3,1,4,3,3,3,6,3,7,3,2,3,2,7,5,5,3,1,2,5,4,5,5,3,7,2,2,3,6,4,2,4,2,4,7,4,1
male,women,23.7,2,3,3,3,3,4,5,5,5,6,4,5,4,6,3,3,2,2,4,5,6,5,3,3,4,2,6,5,6,3,6,2,3,3,4,5,2,4,5,5,4,6,4,3,2,4,5,5,3,4
male,women,36.5,5,2,5,5,5,1,5,5,5,1,7,2,6,5,5,5,2,5,5,5,5,5,5,5,7,2,5,5,5,1,2,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
male,women,22.7,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,3,3,3,4,3
male,women,20.3,6,2,4,4,2,7,1,3,3,7,4,3,6,3,6,5,4,3,3,2,2,5,6,3,4,7,2,5,7,7,5,2,1,1,5,2,5,1,4,1,7,4,3,4,4,3,4,7,6,3
male,women,25.2,2,3,5,4,4,7,4,6,5,6,5,6,6,4,2,4,5,3,4,6,5,6,5,2,3,2,6,5,5,2,5,1,5,4,5,5,4,5,3,2,2,7,6,5,6,3,5,1,4,2
male,women,29.9,4,5,6,5,5,7,5,7,3,6,4,7,6,5,5,2,6,4,4,6,6,6,5,2,5,1,7,6,6,6,4,1,6,5,5,7,7,7,4,5,5,7,6,6,1,4,2,1,2,4
male,women,26,3,3,1,3,1,3,1,3,3,1,2,2,4,1,1,1,2,1,2,1,2,1,2,1,3,2,1,1,2,2,1,3,3,1,3,1,1,2,2,3,1,2,4,2,6,1,3,1,2,3
male,women,25.1,3,2,4,4,4,4,3,2,5,5,4,6,6,5,5,5,6,4,5,4,4,5,3,5,3,3,4,6,4,6,5,6,4,2,5,4,3,6,5,5,6,4,4,1,4,3,3,4,4,3
male,women,22.6,2,2,4,2,2,5,3,6,5,7,3,6,3,6,4,2,5,2,2,6,5,3,3,4,4,1,6,6,3,6,5,4,6,4,4,4,3,6,5,4,2,6,4,5,5,2,3,6,4,2
male,women,20.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1
male,women,33.2,3,3,3,3,4,4,3,4,3,4,4,4,3,4,3,3,2,2,2,4,3,4,2,2,4,3,3,4,3,3,3,2,3,3,4,4,2,4,2,3,3,4,3,3,3,3,4,3,2,3
male,women,28.4,2,2,3,3,3,3,1,4,3,4,3,3,4,3,2,4,3,2,3,3,3,4,3,1,3,3,2,4,4,3,3,1,4,4,4,4,3,5,2,3,2,4,4,2,3,3,3,2,2,3
male,women,31.9,1,2,4,4,2,5,1,6,3,6,4,6,5,5,4,6,4,2,2,6,5,5,4,1,3,1,5,6,3,1,5,1,4,2,3,5,5,6,4,1,5,5,4,2,3,2,5,5,3,3
male,women,19.1,1,1,3,2,2,5,3,4,1,7,5,6,5,3,4,2,3,2,3,5,4,5,2,1,3,1,1,4,5,5,2,1,3,3,3,6,5,6,4,6,2,7,3,4,1,3,1,1,5,3
male,women,22.2,6,1,4,5,2,6,5,5,3,3,6,5,4,1,4,5,3,5,5,5,3,5,6,2,3,2,5,5,4,5,3,7,6,3,2,6,3,3,5,4,2,2,5,6,6,3,7,7,4,4
male,women,34,2,2,4,2,2,5,2,3,3,5,5,3,3,2,2,4,5,2,4,5,4,4,2,2,4,1,5,5,3,2,3,2,4,4,5,3,4,6,2,2,2,3,3,3,4,2,3,2,3,2
male,women,23.8,1,2,3,2,2,2,3,3,3,3,2,4,5,3,3,1,1,3,4,4,1,4,4,2,1,2,4,4,2,1,2,2,4,1,2,4,3,3,1,4,2,5,2,2,1,2,2,1,1,3
male,women,21.5,2,1,1,1,1,1,1,1,6,1,1,5,1,4,1,1,1,1,1,1,1,1,6,4,1,3,1,5,1,1,1,1,1,1,1,3,1,1,1,4,1,5,1,1,2,1,1,1,1,1
male,women,23.5,1,2,4,3,2,6,6,7,6,6,7,5,4,3,5,5,7,4,7,6,4,7,6,5,1,3,6,6,6,7,6,6,3,1,6,4,7,6,1,5,4,7,1,1,2,4,6,7,6,1
male,women,20.8,2,2,4,3,2,3,2,5,3,5,5,5,4,3,3,4,3,2,3,4,4,5,3,2,3,1,6,4,4,4,5,2,4,3,3,5,4,6,2,4,4,5,4,3,2,2,1,1,4,4
male,women,25.4,1,1,3,2,1,6,5,5,4,7,2,6,4,4,4,3,3,4,3,3,4,5,1,1,1,3,4,4,3,3,2,1,1,4,3,5,4,3,1,3,1,5,4,1,1,1,3,1,1,4
male,women,37.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,women,23,2,2,3,1,1,4,3,3,4,6,4,5,5,3,3,4,3,3,2,5,2,4,3,4,3,2,5,3,3,3,3,1,5,2,2,4,1,3,2,5,2,4,5,4,3,1,2,2,2,2
female,men,24.8,5,4,5,5,3,5,5,5,3,6,5,5,5,5,5,3,5,5,4,6,5,5,5,5,4,3,7,5,3,5,6,3,5,5,5,3,5,6,6,3,5,5,5,5,3,4,5,6,6,4
female,men,19.3,1,1,3,2,2,5,2,6,3,5,5,5,6,3,5,6,5,2,3,7,5,6,2,1,5,2,6,2,6,5,4,1,3,5,3,6,5,6,6,3,1,6,6,5,2,1,3,5,4,2
female,men,20.5,2,3,4,6,4,5,3,5,5,6,5,5,5,5,3,5,4,5,5,6,5,4,4,5,3,2,6,6,6,7,6,1,4,3,5,4,5,7,4,4,6,7,4,5,3,4,7,4,4,3
female,men,18.2,5,2,6,4,3,4,4,6,6,6,5,6,6,7,3,5,6,3,7,5,3,5,4,5,4,5,7,4,4,5,5,2,5,2,5,4,5,7,4,4,5,4,2,5,4,3,7,7,2,1
female,men,33.9,3,2,4,5,4,2,4,6,4,7,7,7,6,4,4,5,4,4,4,5,4,7,3,1,4,2,5,6,4,4,1,3,4,4,4,5,5,5,4,3,2,4,4,4,3,3,3,7,1,3
female,men,26.9,1,1,5,6,4,4,3,7,4,6,6,6,6,5,2,7,2,3,7,4,5,6,3,2,4,2,6,4,5,6,2,2,4,2,5,5,5,6,3,3,2,5,6,3,2,2,6,4,2,3
female,men,33.5,4,4,6,6,3,4,4,5,5,7,6,7,5,7,4,5,5,5,4,5,6,6,4,3,4,4,6,6,5,4,4,2,4,5,4,5,6,4,4,5,4,7,7,4,5,3,4,4,3,5
female,men,20.1,3,4,5,4,5,4,2,6,4,7,6,5,3,5,2,5,2,4,4,5,4,6,2,4,1,1,5,3,6,1,6,2,5,3,6,4,5,6,5,1,2,2,4,4,6,1,4,5,4,3
female,men,34.9,1,3,5,5,2,3,3,4,4,5,5,2,5,5,6,6,3,2,2,7,6,5,1,4,3,2,7,6,6,3,4,2,1,3,2,5,3,6,5,4,2,6,3,5,3,2,3,6,2,2
female,men,31.1,3,3,5,4,1,5,5,3,6,7,4,6,7,4,7,4,4,3,6,4,5,4,3,2,2,1,3,5,6,6,6,2,4,2,3,6,2,6,3,3,4,7,3,1,3,3,3,4,4,4
female,men,20,2,1,4,6,2,1,5,7,3,6,7,7,7,5,3,5,5,3,2,6,6,5,4,5,1,3,7,7,1,1,6,4,5,3,3,4,4,6,5,2,6,6,3,5,1,5,5,6,4,4
female,men,25.8,2,3,3,3,4,6,4,6,4,4,5,4,6,4,3,4,4,3,3,5,3,5,3,3,3,3,7,4,5,3,4,3,4,4,4,5,3,4,3,4,4,5,5,4,4,2,6,5,4,3
female,men,22.6,1,3,5,2,4,5,4,6,2,5,6,7,6,3,4,4,1,1,1,3,3,5,2,4,1,1,5,6,6,5,7,1,5,2,4,5,4,7,6,4,2,7,4,2,7,1,4,5,4,2
female,men,24.1,2,2,5,2,3,7,3,7,4,7,6,6,6,4,6,2,3,3,2,4,5,6,3,2,3,2,5,7,4,5,3,1,3,4,5,5,6,4,4,5,2,6,5,3,5,3,2,3,2,4
female,men,19.5,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
female,men,36.9,3,3,4,6,4,5,5,5,3,4,4,4,5,3,5,5,6,3,4,5,5,4,5,6,3,3,4,5,3,5,4,3,5,4,6,4,3,4,6,5,4,5,3,5,3,5,4,3,4,3
female,men,27.1,4,2,5,5,2,4,4,7,4,6,5,5,5,2,2,2,5,2,6,6,4,4,4,2,3,3,5,4,5,4,1,2,5,3,4,4,3,5,2,2,2,4,4,4,2,2,6,5,3,2
female,men,22.2,2,3,2,4,3,6,2,4,2,5,3,6,3,4,2,3,6,2,1,5,3,7,3,2,1,2,7,6,3,4,7,2,3,6,4,6,2,7,2,3,5,7,6,2,1,1,5,5,1,2
female,men,20.8,5,4,4,5,4,6,2,6,6,7,6,6,6,5,3,4,5,2,6,5,3,6,4,2,4,3,7,6,5,5,3,2,5,3,3,6,2,6,4,5,4,6,6,4,4,3,4,4,3,2
female,men,22.7,4,2,5,4,2,5,2,6,3,6,6,6,6,3,3,4,3,3,4,6,4,5,3,2,3,1,5,5,4,4,2,1,6,3,5,5,3,7,2,3,3,6,5,3,2,2,1,2,1,5
female,men,19.1,4,4,5,1,1,1,5,1,4,5,1,5,2,3,5,3,4,1,5,5,3,1,4,2,5,1,1,1,1,3,1,1,5,5,1,5,1,5,1,6,5,5,3,3,6,4,1,1,1,5
female,men,18.9,4,4,5,2,2,6,4,4,4,6,5,6,5,3,4,4,5,3,4,6,6,7,4,2,5,3,6,5,4,4,3,2,6,4,5,4,3,4,4,3,2,7,5,5,3,3,2,2,3,4
female,men,21,2,3,3,3,2,3,4,5,6,6,6,5,6,3,4,4,3,4,4,5,4,6,3,4,3,3,5,5,5,4,5,3,4,3,4,4,6,5,5,4,3,6,7,3,3,2,4,3,5,4
female,men,20.7,5,4,3,2,3,3,4,4,5,6,5,5,5,4,4,5,3,3,3,3,5,4,3,4,3,3,5,4,4,4,4,3,5,3,4,5,4,5,3,4,3,6,5,3,3,4,4,6,4,3
female,men,22.4,1,2,4,3,1,5,2,4,6,1,1,2,6,5,5,6,1,1,2,2,3,3,5,2,2,1,1,7,5,4,6,2,2,2,1,6,2,2,2,3,2,5,3,1,4,2,7,1,6,2
