sex,sexpref,age,agata,alexandra,alica,anastazie,andrea,anezka,apolena,bera,blazana,bohdana,christianne,darjal,dobromila,dorota,edita,eleanora,elena,ema,gabriela,galina,gejza,ida,ingrid,ingrida,irena,jitka,karina,katy,livia,marika,matylda,milena,miloslava,nicol,perla,radmila,roxanne,saskie,slavena,stela,tamara,valerie,viktoria,viola,vlasta,zelmira,zita,zlata,zlatica,zora
female,men,28.1,2,3,3,5,4,4,4,3,4,2,2,5,3,5,2,2,3,3,2,3,3,3,3,4,4,5,4,3,2,4,3,2,4,2,4,5,5,3,3,3,4,5,2,4,4,6,3,3,5,3
female,men,22.1,5,2,2,4,4,5,5,4,3,6,4,4,4,3,4,4,4,3,4,4,3,3,2,3,3,4,4,3,5,3,4,2,4,2,2,4,3,3,4,2,3,3,3,4,4,3,5,5,4,3
female,men,22.2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,7,1,1,1,3,1,1,1,1,1,1,1,1,1,1
female,men,20.7,2,3,1,5,5,3,4,1,3,2,3,1,4,3,4,1,5,3,1,4,1,2,3,2,3,5,2,1,3,2,1,4,2,4,1,4,1,2,1,4,2,1,1,1,3,3,1,4,4,3
female,men,26.8,3,2,1,7,3,2,4,1,2,2,3,4,3,3,2,2,1,4,2,2,1,1,4,5,3,2,2,3,2,2,3,2,3,3,3,5,5,2,1,1,4,1,2,1,6,3,2,2,3,2
female,men,23,4,6,3,6,4,4,4,3,4,4,2,5,5,5,3,5,5,4,1,5,3,1,4,2,4,4,4,2,4,7,4,7,1,4,2,3,5,3,1,5,5,5,4,4,3,7,4,5,7,1
female,men,19.6,3,4,1,1,4,1,4,2,3,3,2,4,3,1,3,2,5,2,3,2,5,3,1,1,1,4,3,4,2,1,1,1,1,3,3,1,2,2,3,5,2,2,3,4,5,1,2,4,1,3
female,men,19.3,4,2,6,1,4,2,3,7,2,2,5,1,4,5,2,2,2,1,7,3,1,6,1,4,5,2,7,3,3,1,2,2,1,1,2,6,3,5,3,4,6,6,5,6,4,1,2,5,7,1
female,men,18.9,3,1,2,1,6,3,3,6,2,2,2,5,5,5,7,3,3,3,3,3,3,2,3,4,2,6,1,3,7,3,1,1,5,3,2,4,2,2,3,6,1,1,6,4,7,3,3,1,3,4
female,men,21.6,4,5,4,5,4,2,4,3,5,2,2,4,5,4,1,2,6,4,1,4,4,2,4,4,4,4,4,2,2,4,2,2,4,5,3,3,3,2,2,3,4,5,4,3,5,5,4,4,6,2
female,men,30.5,5,3,3,5,5,2,6,6,5,4,1,1,3,3,3,2,2,3,3,3,3,4,1,1,6,5,4,3,3,1,3,4,5,5,4,5,4,3,3,4,4,1,4,5,4,2,2,6,5,2
female,men,21.7,4,3,2,7,5,3,4,2,5,2,3,5,5,5,1,1,5,5,1,3,1,5,4,4,5,4,3,2,3,3,1,1,4,2,3,5,7,1,1,3,6,1,5,5,4,4,4,2,5,1
